sample	reference	predicted_accuracy	null_model_p0	null_model_p0_stdev	damage_model_p	damage_model_p_stdev	damage_model_pmin	damage_model_pmin_stdev	damage_model_pmax	damage_model_pmax_stdev	pvalue	qvalue	RMSE	nb_reads_aligned	coverage	reflen	CtoT-0	CtoT-1	CtoT-2	CtoT-3	CtoT-4	CtoT-5	CtoT-6	CtoT-7	CtoT-8	CtoT-9	CtoT-10	CtoT-11	CtoT-12	CtoT-13	CtoT-14	CtoT-15	CtoT-16	CtoT-17	CtoT-18	CtoT-19
BGG_KOSDC	NODE_111042_length_3600_cov_8.9	0.242	0.005	0.003	0.113	0.268	0.000	0.012	0.014	0.008	0.080	0.229	0.011	203	7.698	3600	0.000	0.000	0.037	0.000	0.030	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BGG_KOSDC	NODE_149095_length_3097_cov_15.6	0.425	0.010	0.003	0.990	0.344	0.008	0.003	0.048	0.013	0.087	0.238	0.012	309	13.924	3097	0.048	0.000	0.026	0.000	0.043	0.017	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.018	0.000	0.018	0.022	0.000	0.000
BGG_KOSDC	NODE_83292_length_4174_cov_6.0	0.239	0.005	0.003	0.117	0.262	0.000	0.011	0.015	0.009	0.087	0.238	0.011	162	5.469	4174	0.000	0.000	0.033	0.037	0.000	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BGG_KOSDC	NODE_141446_length_3179_cov_22.1	0.325	0.012	0.003	0.164	0.590	0.009	0.010	0.019	0.013	0.077	0.228	0.015	484	19.672	3179	0.000	0.047	0.000	0.012	0.013	0.039	0.027	0.014	0.000	0.000	0.000	0.000	0.013	0.000	0.000	0.000	0.014	0.000	0.041	0.024
BGG_KOSDC	NODE_112984_length_3568_cov_11.1	0.311	0.011	0.003	0.108	0.169	0.001	0.015	0.028	0.010	0.014	0.077	0.013	268	10.058	3568	0.020	0.042	0.026	0.000	0.023	0.000	0.031	0.000	0.038	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.026	0.000	0.000	0.000
BGG_KOSDC	NODE_97865_length_3839_cov_11.5	0.278	0.018	0.004	0.990	0.960	0.019	0.004	0.019	0.018	1.000	1.000	0.017	305	10.492	3839	0.000	0.026	0.000	0.022	0.022	0.021	0.047	0.026	0.044	0.000	0.000	0.043	0.000	0.021	0.024	0.000	0.000	0.044	0.000	0.020
BGG_KOSDC	NODE_88777_length_4040_cov_7.8	0.296	0.009	0.003	0.189	0.213	0.003	0.008	0.027	0.012	0.013	0.077	0.013	210	7.457	4040	0.017	0.051	0.000	0.000	0.036	0.000	0.000	0.027	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.028	0.000	0.000	0.000
BGG_KOSDC	NODE_106441_length_3678_cov_14.7	0.381	0.011	0.005	0.236	0.223	0.004	0.008	0.039	0.017	0.000	0.010	0.018	343	12.931	3678	0.000	0.088	0.039	0.000	0.023	0.000	0.000	0.000	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.018	0.018	0.000	0.019
BGG_KOSDC	NODE_79253_length_4281_cov_7.0	0.522	0.016	0.008	0.213	0.132	0.000	0.012	0.075	0.022	0.000	0.009	0.025	186	6.133	4281	0.031	0.111	0.040	0.103	0.000	0.000	0.000	0.000	0.000	0.000	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BGG_KOSDC	NODE_104297_length_3717_cov_12.6	0.450	0.019	0.005	0.189	0.139	0.007	0.010	0.055	0.015	0.000	0.009	0.018	314	11.440	3717	0.031	0.067	0.078	0.000	0.034	0.020	0.038	0.000	0.000	0.000	0.000	0.019	0.036	0.021	0.000	0.000	0.000	0.022	0.018	0.000
BGG_KOSDC	NODE_157538_length_3010_cov_7.8	0.667	0.027	0.009	0.350	0.205	0.014	0.011	0.106	0.033	0.000	0.009	0.033	156	7.066	3010	0.103	0.118	0.000	0.000	0.000	0.103	0.045	0.045	0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.059	0.000	0.000
BGG_KOSDC	NODE_95985_length_3879_cov_6.3	0.526	0.004	0.004	0.990	0.003	0.000	0.000	0.077	0.000	0.000	0.008	0.000	171	5.870	3879	0.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BGG_KOSDC	NODE_146285_length_3126_cov_8.0	0.650	0.013	0.007	0.443	0.147	0.001	0.006	0.102	0.022	0.000	0.008	0.021	175	7.077	3126	0.080	0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.050	0.000
BGG_KOSDC	NODE_137534_length_3225_cov_22.4	0.567	0.015	0.004	0.412	0.131	0.008	0.004	0.067	0.012	0.000	0.008	0.012	472	20.386	3225	0.065	0.051	0.015	0.015	0.026	0.015	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.016	0.000	0.013	0.000	0.043	0.013
BGG_KOSDC	NODE_102765_length_3745_cov_33.4	0.507	0.007	0.003	0.510	0.141	0.003	0.002	0.041	0.007	0.000	0.002	0.007	801	30.212	3745	0.038	0.031	0.000	0.009	0.000	0.022	0.000	0.000	0.000	0.010	0.000	0.000	0.009	0.000	0.000	0.010	0.000	0.011	0.000	0.000
BGG_KOSDC	NODE_88482_length_4047_cov_39.6	0.477	0.007	0.002	0.316	0.139	0.003	0.002	0.027	0.006	0.000	0.001	0.007	1016	35.906	4047	0.029	0.014	0.018	0.017	0.006	0.006	0.000	0.005	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.017
BGG_KOSDC	NODE_124370_length_3395_cov_11.2	0.565	0.018	0.012	0.291	0.319	0.006	0.018	0.080	0.046	0.000	0.000	0.048	268	10.106	3395	0.000	0.231	0.000	0.000	0.000	0.000	0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.034	0.071	0.000	0.000	0.000	0.000
BGG_KOSDC	NODE_131884_length_3295_cov_38.2	0.534	0.010	0.003	0.219	0.074	0.001	0.003	0.042	0.007	0.000	0.000	0.007	794	34.208	3295	0.033	0.049	0.017	0.032	0.010	0.000	0.011	0.009	0.016	0.000	0.000	0.011	0.000	0.009	0.000	0.009	0.000	0.000	0.000	0.000
BGG_KOSDC	NODE_99414_length_3809_cov_43.8	0.680	0.017	0.004	0.288	0.096	0.008	0.004	0.063	0.010	0.000	0.000	0.011	1093	40.443	3809	0.048	0.079	0.027	0.022	0.029	0.000	0.007	0.007	0.027	0.008	0.015	0.007	0.018	0.007	0.007	0.000	0.014	0.014	0.000	0.007
BGG_KOSDC	NODE_114362_length_3546_cov_13.2	0.244	0.008	0.003	0.440	1.130	0.009	0.004	0.009	0.015	1.000	1.000	0.015	321	11.999	3546	0.000	0.000	0.000	0.000	0.022	0.032	0.000	0.000	0.026	0.000	0.000	0.000	0.000	0.054	0.000	0.000	0.000	0.000	0.000	0.022
BGG_KOSDC	NODE_83837_length_4161_cov_32.2	0.486	0.032	0.004	0.313	1.318	0.031	0.006	0.038	0.016	1.000	1.000	0.016	999	28.842	4161	0.024	0.065	0.021	0.051	0.008	0.025	0.034	0.016	0.049	0.022	0.035	0.058	0.031	0.039	0.018	0.017	0.007	0.033	0.028	0.059
BGG_KOSDC	NODE_93825_length_3924_cov_6.7	0.205	0.004	0.003	0.329	1.335	0.005	0.004	0.005	0.011	1.000	1.000	0.012	169	6.061	3924	0.000	0.000	0.000	0.000	0.000	0.000	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.038
BGG_KOSDC	NODE_92276_length_3958_cov_11.4	0.267	0.016	0.005	0.990	92.304	0.016	0.005	0.016	0.022	0.999	1.000	0.020	320	10.535	3958	0.016	0.000	0.016	0.032	0.080	0.019	0.000	0.035	0.000	0.015	0.000	0.000	0.040	0.000	0.018	0.016	0.033	0.000	0.000	0.000
BGG_KOSDC	NODE_126875_length_3360_cov_7.1	0.214	0.008	0.004	0.590	1.948	0.008	0.005	0.008	0.020	1.000	1.000	0.018	166	6.685	3360	0.000	0.000	0.000	0.000	0.067	0.000	0.000	0.000	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.043	0.000
BGG_KOSDC	NODE_113400_length_3562_cov_7.2	0.263	0.015	0.005	0.004	0.523	0.000	0.093	0.021	0.014	0.133	0.315	0.021	164	6.578	3562	0.000	0.053	0.000	0.000	0.000	0.043	0.000	0.065	0.031	0.000	0.034	0.000	0.040	0.000	0.029	0.000	0.000	0.000	0.000	0.000
BGG_KOSDC	NODE_85207_length_4124_cov_5.3	0.192	0.002	0.002	0.721	4.051	0.002	0.003	0.002	0.010	1.000	1.000	0.009	151	5.065	4124	0.000	0.000	0.000	0.000	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BGG_KOSDC	NODE_129053_length_3331_cov_11.4	0.303	0.009	0.003	0.000	0.317	0.027	0.066	0.027	0.009	1.000	1.000	0.023	276	9.821	3331	0.000	0.034	0.000	0.000	0.000	0.000	0.000	0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.028	0.000	0.034	0.029	0.000	0.030
BGG_KOSDC	NODE_129333_length_3327_cov_11.6	0.343	0.035	0.007	0.990	97.889	0.035	0.008	0.035	0.035	1.000	1.000	0.032	269	10.430	3327	0.036	0.000	0.000	0.042	0.056	0.074	0.000	0.120	0.069	0.034	0.059	0.032	0.000	0.000	0.000	0.000	0.061	0.028	0.062	0.028
BGG_KOSDC	NODE_123729_length_3404_cov_9.1	0.269	0.020	0.005	0.990	1.132	0.021	0.006	0.021	0.023	1.000	1.000	0.022	214	8.012	3404	0.000	0.032	0.026	0.000	0.033	0.000	0.059	0.042	0.000	0.000	0.062	0.030	0.000	0.000	0.036	0.000	0.032	0.000	0.053	0.000
BGG_KOSDC	NODE_86765_length_4087_cov_6.5	0.252	0.014	0.007	0.236	0.680	0.018	0.013	0.018	0.026	1.000	1.000	0.030	172	5.958	4087	0.000	0.000	0.000	0.000	0.053	0.000	0.000	0.000	0.000	0.000	0.100	0.000	0.000	0.053	0.000	0.077	0.000	0.000	0.000	0.000
BGG_KOSDC	NODE_113633_length_3558_cov_36.4	0.698	0.016	0.004	0.990	0.171	0.013	0.003	0.078	0.011	0.001	0.012	0.010	816	32.626	3558	0.078	0.012	0.019	0.009	0.018	0.034	0.018	0.020	0.000	0.000	0.010	0.009	0.000	0.029	0.009	0.000	0.028	0.017	0.000	0.009
BGG_KOSDC	NODE_131527_length_3300_cov_7.0	0.211	0.007	0.005	0.575	2.356	0.008	0.006	0.008	0.022	1.000	1.000	0.021	149	6.189	3300	0.000	0.000	0.000	0.000	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.077	0.000
BGG_KOSDC	NODE_95455_length_3890_cov_8.0	0.207	0.004	0.002	0.774	2.316	0.004	0.003	0.004	0.011	1.000	1.000	0.010	206	7.365	3890	0.000	0.000	0.000	0.030	0.028	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BGG_KOSDC	NODE_84657_length_4139_cov_15.4	0.276	0.012	0.003	0.515	2.540	0.013	0.004	0.013	0.016	0.984	1.000	0.015	420	14.099	4139	0.012	0.000	0.014	0.000	0.048	0.014	0.000	0.045	0.015	0.000	0.014	0.041	0.000	0.016	0.015	0.015	0.000	0.000	0.000	0.000
BGG_KOSDC	NODE_112618_length_3574_cov_7.8	0.201	0.003	0.002	0.775	2.912	0.003	0.002	0.003	0.010	0.979	1.000	0.009	182	7.235	3574	0.000	0.000	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.029
BGG_KOSDC	NODE_83157_length_4178_cov_6.5	0.230	0.010	0.004	0.452	1.115	0.012	0.005	0.012	0.019	1.000	1.000	0.019	172	5.851	4178	0.000	0.000	0.000	0.000	0.000	0.062	0.036	0.000	0.032	0.000	0.000	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.028	0.000
BGG_KOSDC	NODE_105159_length_3702_cov_7.0	0.194	0.002	0.002	0.853	4.442	0.002	0.002	0.002	0.008	1.000	1.000	0.008	171	6.192	3702	0.000	0.000	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BGG_KOSDC	NODE_142932_length_3162_cov_22.3	0.333	0.014	0.003	0.985	2.329	0.014	0.003	0.020	0.013	0.900	1.000	0.012	466	20.318	3162	0.020	0.014	0.000	0.038	0.011	0.021	0.000	0.043	0.012	0.022	0.000	0.000	0.012	0.012	0.018	0.000	0.000	0.014	0.025	0.022
BGG_KOSDC	NODE_92696_length_3949_cov_11.2	0.253	0.009	0.004	0.174	0.483	0.013	0.011	0.013	0.015	1.000	1.000	0.019	301	10.109	3949	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	0.000	0.000	0.023	0.045	0.000	0.026	0.067	0.000	0.000	0.000	0.000	0.000
BGG_KOSDC	NODE_121116_length_3441_cov_9.3	0.315	0.012	0.005	0.217	0.372	0.006	0.011	0.031	0.020	0.013	0.077	0.022	210	8.595	3441	0.000	0.083	0.000	0.027	0.000	0.030	0.000	0.000	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.067	0.000	0.000	0.000
BGG_KOSDC	NODE_88346_length_4050_cov_73.9	0.677	0.012	0.002	0.212	0.123	0.007	0.003	0.028	0.006	0.001	0.012	0.006	1941	65.873	4050	0.025	0.016	0.034	0.017	0.017	0.012	0.000	0.019	0.009	0.004	0.004	0.008	0.004	0.009	0.020	0.000	0.004	0.008	0.008	0.012
BGG_KOSDC	NODE_76546_length_4361_cov_50.1	0.496	0.009	0.002	0.091	0.079	0.000	0.006	0.020	0.003	0.001	0.014	0.004	1408	43.555	4361	0.026	0.013	0.006	0.021	0.016	0.005	0.010	0.010	0.015	0.010	0.005	0.005	0.010	0.005	0.005	0.000	0.005	0.005	0.000	0.000
BGG_KOSDC	NODE_105329_length_3699_cov_8.7	0.323	0.012	0.004	0.118	0.150	0.000	0.015	0.033	0.011	0.015	0.077	0.014	243	8.119	3699	0.000	0.056	0.024	0.027	0.030	0.045	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.026	0.000	0.000	0.000	0.000	0.000
BGG_KOSDC	NODE_120754_length_3446_cov_17.5	0.318	0.009	0.002	0.089	0.130	0.000	0.011	0.022	0.006	0.014	0.077	0.008	422	15.853	3446	0.010	0.036	0.015	0.000	0.026	0.015	0.014	0.015	0.013	0.015	0.000	0.015	0.000	0.000	0.014	0.000	0.000	0.000	0.000	0.000
BGG_KOSDC	NODE_138013_length_3219_cov_6.9	0.321	0.006	0.004	0.281	0.199	0.000	0.006	0.036	0.014	0.014	0.077	0.015	157	6.304	3219	0.034	0.000	0.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BGG_KOSDC	NODE_91559_length_3975_cov_7.9	0.567	0.010	0.005	0.990	0.163	0.006	0.003	0.083	0.012	0.012	0.074	0.011	220	7.284	3975	0.083	0.000	0.000	0.028	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.026	0.000	0.000	0.000	0.000	0.032	0.000	0.000
BGG_KOSDC	NODE_77208_length_4341_cov_13.9	0.414	0.019	0.005	0.166	0.203	0.008	0.014	0.045	0.018	0.011	0.070	0.021	400	12.525	4341	0.018	0.081	0.019	0.039	0.019	0.000	0.067	0.018	0.023	0.000	0.000	0.000	0.000	0.018	0.000	0.000	0.000	0.019	0.000	0.052
BGG_KOSDC	NODE_92335_length_3957_cov_6.8	0.691	0.024	0.010	0.468	0.269	0.014	0.010	0.111	0.037	0.010	0.065	0.035	177	5.989	3957	0.095	0.105	0.045	0.000	0.000	0.000	0.000	0.045	0.000	0.056	0.000	0.000	0.000	0.000	0.143	0.000	0.000	0.000	0.000	0.000
BGG_KOSDC	NODE_115569_length_3526_cov_9.2	0.324	0.009	0.004	0.166	0.187	0.000	0.011	0.033	0.014	0.010	0.065	0.017	225	8.500	3526	0.036	0.050	0.000	0.000	0.000	0.000	0.040	0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BGG_KOSDC	NODE_104026_length_3722_cov_8.8	0.334	0.010	0.005	0.290	0.365	0.005	0.008	0.035	0.021	0.009	0.065	0.022	221	8.331	3722	0.000	0.095	0.000	0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.038	0.043	0.000	0.000	0.000	0.000
BGG_KOSDC	NODE_103043_length_3740_cov_6.3	0.750	0.019	0.007	0.765	0.175	0.012	0.005	0.126	0.021	0.009	0.065	0.019	160	5.702	3740	0.125	0.048	0.000	0.000	0.033	0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.040	0.000	0.038	0.000	0.038	0.000	0.000
BGG_KOSDC	NODE_130505_length_3313_cov_25.1	0.465	0.011	0.003	0.494	0.168	0.007	0.002	0.044	0.009	0.010	0.065	0.008	565	22.552	3313	0.046	0.018	0.027	0.013	0.000	0.016	0.000	0.000	0.013	0.026	0.000	0.000	0.000	0.000	0.012	0.012	0.000	0.015	0.000	0.015
BGG_KOSDC	NODE_107841_length_3654_cov_14.0	0.328	0.015	0.004	0.057	0.190	0.000	0.029	0.028	0.010	0.008	0.063	0.014	353	12.787	3654	0.000	0.049	0.045	0.018	0.000	0.036	0.023	0.016	0.015	0.000	0.035	0.016	0.000	0.017	0.000	0.017	0.017	0.000	0.000	0.000
BGG_KOSDC	NODE_92909_length_3943_cov_13.6	0.411	0.018	0.005	0.204	0.237	0.009	0.011	0.045	0.019	0.008	0.063	0.021	384	12.619	3943	0.031	0.079	0.023	0.000	0.000	0.019	0.024	0.045	0.000	0.059	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.050	0.000
BGG_KOSDC	NODE_93074_length_3940_cov_18.8	0.368	0.010	0.003	0.174	0.137	0.003	0.006	0.030	0.009	0.007	0.052	0.010	483	17.244	3940	0.012	0.043	0.036	0.012	0.014	0.014	0.015	0.000	0.000	0.016	0.000	0.000	0.000	0.000	0.014	0.000	0.000	0.029	0.000	0.000
BGG_KOSDC	NODE_144835_length_3141_cov_8.8	0.415	0.014	0.006	0.281	0.225	0.005	0.009	0.054	0.022	0.005	0.045	0.023	178	7.791	3141	0.028	0.111	0.000	0.000	0.000	0.031	0.000	0.037	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.037	0.000	0.000	0.000	0.000
BGG_KOSDC	NODE_150884_length_3077_cov_9.4	0.330	0.014	0.006	0.111	0.259	0.000	0.029	0.035	0.020	0.005	0.045	0.026	187	8.677	3077	0.000	0.105	0.000	0.000	0.056	0.000	0.000	0.000	0.050	0.000	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.028	0.000	0.000
BGG_KOSDC	NODE_85941_length_4107_cov_7.2	0.392	0.007	0.003	0.567	0.198	0.003	0.003	0.049	0.011	0.005	0.045	0.010	196	6.510	4107	0.044	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.029	0.032	0.000	0.000	0.000	0.000	0.000	0.000
BGG_KOSDC	NODE_109534_length_3625_cov_11.1	0.320	0.012	0.004	0.106	0.180	0.000	0.018	0.030	0.012	0.005	0.042	0.015	274	10.005	3625	0.019	0.000	0.049	0.051	0.022	0.044	0.000	0.000	0.000	0.000	0.000	0.028	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000
BGG_KOSDC	NODE_129743_length_3322_cov_13.8	0.379	0.008	0.005	0.314	0.238	0.002	0.006	0.040	0.017	0.001	0.014	0.017	341	12.406	3322	0.016	0.083	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.036	0.000	0.000	0.000
BGG_KOSDC	NODE_119595_length_3463_cov_10.9	0.404	0.015	0.005	0.153	0.112	0.000	0.011	0.049	0.012	0.001	0.015	0.015	241	9.410	3463	0.051	0.031	0.059	0.000	0.038	0.000	0.027	0.043	0.000	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.000
BGG_KOSDC	NODE_80129_length_4257_cov_5.5	0.533	0.010	0.006	0.388	0.107	0.000	0.004	0.079	0.014	0.001	0.020	0.014	151	4.806	4257	0.069	0.083	0.000	0.000	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BGG_KOSDC	NODE_119763_length_3461_cov_12.4	0.424	0.019	0.005	0.150	0.128	0.005	0.012	0.050	0.014	0.002	0.022	0.016	294	11.633	3461	0.039	0.054	0.038	0.070	0.000	0.024	0.000	0.020	0.000	0.000	0.044	0.026	0.024	0.022	0.000	0.000	0.000	0.019	0.000	0.000
BGG_KOSDC	NODE_116654_length_3509_cov_77.0	0.735	0.013	0.002	0.390	0.164	0.010	0.002	0.037	0.007	0.002	0.029	0.007	1760	70.166	3509	0.031	0.045	0.009	0.017	0.009	0.005	0.020	0.004	0.013	0.005	0.009	0.005	0.009	0.017	0.021	0.015	0.013	0.004	0.005	0.009
BGG_KOSDC	NODE_139836_length_3198_cov_19.4	0.410	0.014	0.004	0.181	0.139	0.003	0.008	0.041	0.012	0.002	0.029	0.014	482	16.757	3198	0.016	0.056	0.053	0.014	0.038	0.017	0.000	0.000	0.000	0.000	0.018	0.000	0.000	0.015	0.000	0.015	0.032	0.000	0.000	0.000
BGG_KOSDC	NODE_86906_length_4084_cov_36.4	0.435	0.011	0.002	0.085	0.109	0.000	0.011	0.023	0.005	0.001	0.012	0.007	975	32.657	4084	0.025	0.017	0.012	0.025	0.008	0.014	0.035	0.015	0.013	0.007	0.000	0.000	0.000	0.007	0.013	0.008	0.007	0.007	0.000	0.000
BGG_KOSDC	NODE_139212_length_3205_cov_19.0	0.376	0.007	0.002	0.390	0.165	0.003	0.002	0.032	0.008	0.002	0.029	0.007	400	18.157	3205	0.033	0.017	0.015	0.017	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.030	0.000	0.000	0.000	0.000	0.012	0.000	0.000	0.000
BGG_KOSDC	NODE_127727_length_3348_cov_6.8	0.456	0.011	0.005	0.311	0.120	0.000	0.005	0.064	0.014	0.003	0.030	0.015	153	6.052	3348	0.043	0.077	0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BGG_KOSDC	NODE_156317_length_3023_cov_11.9	0.439	0.021	0.006	0.145	0.167	0.005	0.019	0.055	0.020	0.003	0.030	0.024	254	10.787	3023	0.024	0.103	0.000	0.034	0.079	0.033	0.033	0.000	0.000	0.000	0.029	0.000	0.000	0.000	0.029	0.029	0.000	0.000	0.000	0.030
BGG_KOSDC	NODE_99148_length_3814_cov_10.5	0.526	0.023	0.006	0.318	0.211	0.014	0.008	0.072	0.023	0.003	0.033	0.023	272	9.600	3814	0.056	0.065	0.093	0.017	0.000	0.000	0.000	0.051	0.000	0.020	0.000	0.021	0.044	0.000	0.000	0.049	0.000	0.000	0.049	0.000
BGG_KOSDC	NODE_95337_length_3892_cov_7.6	0.402	0.004	0.003	0.526	0.075	0.000	0.001	0.051	0.005	0.003	0.034	0.005	189	6.822	3892	0.047	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
BGG_KOSDC	NODE_140396_length_3191_cov_7.7	0.578	0.013	0.006	0.728	0.207	0.007	0.004	0.087	0.018	0.004	0.034	0.016	159	7.151	3191	0.086	0.038	0.000	0.000	0.000	0.000	0.000	0.062	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.034	0.000
BGG_KOSDC	NODE_128320_length_3340_cov_8.4	0.341	0.012	0.004	0.161	0.155	0.001	0.011	0.038	0.013	0.005	0.042	0.016	197	7.804	3340	0.025	0.040	0.067	0.000	0.000	0.024	0.000	0.000	0.037	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.026	0.000	0.000	0.000
BGG_KOSDC	NODE_137830_length_3221_cov_7.5	0.537	0.016	0.006	0.412	0.176	0.007	0.006	0.079	0.020	0.003	0.029	0.019	162	6.966	3221	0.074	0.042	0.083	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.033	0.000	0.037	0.048	0.000	0.000	0.000
BGG_KOSDC	NODE_81790_length_4213_cov_8.3	0.238	0.003	0.002	0.351	0.605	0.002	0.003	0.012	0.010	0.135	0.316	0.010	224	7.565	4213	0.000	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.034	0.000	0.000	0.000
BGG_KOSDC	NODE_151098_length_3075_cov_10.6	0.289	0.014	0.004	0.990	1.810	0.014	0.004	0.024	0.017	0.872	1.000	0.016	235	9.936	3075	0.024	0.000	0.032	0.031	0.031	0.000	0.000	0.000	0.032	0.000	0.031	0.000	0.000	0.037	0.029	0.000	0.000	0.000	0.000	0.038
BGG_KOSDC	NODE_140053_length_3195_cov_8.5	0.583	0.017	0.007	0.990	0.384	0.013	0.007	0.087	0.028	0.147	0.337	0.025	187	7.788	3195	0.087	0.000	0.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.071	0.000	0.000	0.000	0.045	0.056	0.000
BGG_KOSDC	NODE_102557_length_3749_cov_7.6	0.262	0.019	0.005	0.990	1.214	0.020	0.005	0.020	0.023	1.000	1.000	0.021	193	6.832	3749	0.000	0.042	0.000	0.036	0.057	0.000	0.000	0.000	0.000	0.000	0.034	0.031	0.000	0.000	0.040	0.000	0.000	0.056	0.045	0.030
BGG_KOSDC	NODE_131952_length_3294_cov_17.2	0.360	0.029	0.006	0.436	5.695	0.029	0.008	0.032	0.026	0.890	1.000	0.025	383	15.473	3294	0.030	0.027	0.062	0.000	0.000	0.083	0.000	0.029	0.032	0.018	0.034	0.015	0.017	0.032	0.030	0.016	0.045	0.000	0.092	0.021
BGG_KOSDC	NODE_90404_length_4003_cov_26.9	0.357	0.011	0.003	0.990	1.783	0.011	0.003	0.018	0.012	0.793	1.000	0.011	711	24.547	4003	0.018	0.000	0.032	0.029	0.027	0.008	0.024	0.000	0.019	0.018	0.000	0.011	0.000	0.000	0.000	0.019	0.009	0.000	0.000	0.010
BGG_KOSDC	NODE_144496_length_3145_cov_25.3	0.361	0.023	0.004	0.780	1.936	0.024	0.005	0.024	0.021	0.980	1.000	0.019	587	22.003	3145	0.016	0.000	0.074	0.020	0.034	0.018	0.015	0.058	0.027	0.018	0.014	0.046	0.000	0.035	0.000	0.014	0.034	0.000	0.012	0.032
BGG_KOSDC	NODE_150782_length_3078_cov_5.5	0.223	0.003	0.003	0.000	0.000	0.014	0.014	0.014	0.006	1.000	1.000	0.017	106	4.650	3078	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.059	0.000	0.000
