sample	contig	NCBItaxID	NCBIrank	NCBItaxName	nFrags	retainedFrags	taxassignedFrags	fractionAgreement	lineage
BGG_POSDC	NODE_2969_length_24697_cov_18.3	33244	species	JACCUZ01 sp013698395	30	30	17	0.59	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_JACCUZ01;f_JACCUZ01;g_JACCUZ01;s_JACCUZ01 sp013698395
BGG_POSDC	NODE_4476_length_20566_cov_16.5	39910	species	AC-14 sp005888325	27	26	22	0.87	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales;f_AC-14;g_AC-14;s_AC-14 sp005888325
BGG_POSDC	NODE_847_length_40762_cov_18.7	1105	order	Acidimicrobiales	40	39	22	0.63	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales
BGG_POSDC	NODE_1505_length_32373_cov_10.3	34008	species	Flavitalea sp014379345	36	32	20	0.64	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_Flavitalea;s_Flavitalea sp014379345
BGG_POSDC	NODE_2437_length_26890_cov_57.2	73187	species	Lautropia sp012513675	30	28	12	0.51	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Lautropia;s_Lautropia sp012513675
BGG_POSDC	NODE_3759_length_22226_cov_39.2	1996	family	SG8-41	27	26	12	0.62	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_SG8-41
BGG_POSDC	NODE_5299_length_19062_cov_8.2	2	superkingdom	Bacteria	4	3	2	0.67	d_Bacteria
BGG_POSDC	NODE_6543_length_17285_cov_19.9	950	order	Solirubrobacterales	20	19	10	0.53	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Solirubrobacterales
BGG_POSDC	NODE_8565_length_15276_cov_21.9	1373	family	Xanthobacteraceae	23	22	14	0.89	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae
BGG_POSDC	NODE_9933_length_14236_cov_23.5	50965	species	JACDDX01 sp013813435	15	14	11	0.84	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Gemmatimonadales;f_GWC2-71-9;g_JACDDX01;s_JACDDX01 sp013813435
BGG_POSDC	NODE_11688_length_13112_cov_25.6	2	superkingdom	Bacteria	9	9	5	0.56	d_Bacteria
BGG_POSDC	NODE_14147_length_11916_cov_49.4	2880	genus	Palsa-1315	46	43	33	0.97	d_Bacteria;p_Nitrospirota;c_Nitrospiria;o_Nitrospirales;f_Nitrospiraceae;g_Palsa-1315
BGG_MOSDA	NODE_103276_length_3910_cov_8.3	370	genus	Streptomyces	5	4	4	1.0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptomycetales;f_Streptomycetaceae;g_Streptomyces
BGG_MOSDA	NODE_110932_length_3755_cov_28.9	50965	species	JACDDX01 sp013813435	5	5	4	0.97	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Gemmatimonadales;f_GWC2-71-9;g_JACDDX01;s_JACDDX01 sp013813435
BGG_MOSDA	NODE_121004_length_3574_cov_12.2	77372	species	AWTP1-13 sp902826255	2	1	1	1.0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae;g_AWTP1-13;s_AWTP1-13 sp902826255
BGG_MOSDA	NODE_131869_length_3402_cov_8.3	46	order	Burkholderiales	4	4	4	1.0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales
BGG_MOSDA	NODE_145755_length_3213_cov_14.1	2	superkingdom	Bacteria	3	3	3	1.0	d_Bacteria
BGG_MOSDA	NODE_159776_length_3047_cov_28.7	3499	genus	Methyloceanibacter	8	8	6	0.96	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Methyloligellaceae;g_Methyloceanibacter
BGG_ROSDA	NODE_143_length_135829_cov_110.7	13859	family	Polyangiaceae	117	109	75	0.72	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_Polyangiaceae
BGG_ROSDA	NODE_607_length_69896_cov_20.9	15179	family	Hyphomicrobiaceae	60	57	34	0.65	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae
BGG_ROSDA	NODE_1334_length_45765_cov_13.5	32344	species	JAFGCD01 sp016933985	32	29	16	0.52	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales;f_SG8-4;g_JAFGCD01;s_JAFGCD01 sp016933985
BGG_ROSDA	NODE_2461_length_31709_cov_29.1	10237	family	Humimicrobiaceae	28	26	21	0.81	d_Bacteria;p_Actinobacteriota;c_Humimicrobiia;o_Humimicrobiales;f_Humimicrobiaceae
BGG_POSDC	NODE_54761_length_5861_cov_7.4	164	class	Bacteroidia	9	9	6	0.75	d_Bacteria;p_Bacteroidota;c_Bacteroidia
BGG_POSDC	NODE_60048_length_5568_cov_21.1	2	superkingdom	Bacteria	3	3	3	1.0	d_Bacteria
BGG_POSDC	NODE_65401_length_5313_cov_9.4	87683	species	TH5893 sp014523685	4	4	2	0.5	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_TH5893;s_TH5893 sp014523685
BGG_POSDC	NODE_73604_length_4972_cov_30.0	8993	genus	Pseudarthrobacter	7	6	4	0.6	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Pseudarthrobacter
BGG_POSDC	NODE_81422_length_4700_cov_23.8	77372	species	AWTP1-13 sp902826255	6	6	4	0.6	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae;g_AWTP1-13;s_AWTP1-13 sp902826255
BGG_POSDC	NODE_91852_length_4392_cov_11.5	5930	family	UBA10450	5	5	5	1.0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Chthoniobacterales;f_UBA10450
BGG_POSDC	NODE_100172_length_4182_cov_7.3	64	family	Burkholderiaceae	7	7	4	0.78	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae
BGG_POSDC	NODE_112358_length_3917_cov_7.1	1572	family	Chitinophagaceae	4	4	4	1.0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae
BGG_POSDC	NODE_125126_length_3685_cov_6.0	69478	species	JACDCP01 sp013817465	4	4	3	0.75	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_JACDCP01;f_JACDCP01;g_JACDCP01;s_JACDCP01 sp013817465
BGG_POSDC	NODE_134906_length_3527_cov_21.4	3804	order	UBA5794	4	4	2	0.66	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_UBA5794
BGG_BOSW	NODE_28491_length_4455_cov_44.3	2	superkingdom	Bacteria	4	4	4	1.0	d_Bacteria
BGG_BOSW	NODE_38585_length_3539_cov_60.7	2	superkingdom	Bacteria	2	2	2	1.0	d_Bacteria
BGG_POSDC	NODE_1_length_436861_cov_23.3	23	phylum	Actinobacteriota	456	418	279	0.67	d_Bacteria;p_Actinobacteriota
BGG_POSDC	NODE_548_length_48330_cov_15.1	3499	genus	Methyloceanibacter	72	70	40	0.65	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Methyloligellaceae;g_Methyloceanibacter
BGG_POSDC	NODE_1345_length_33916_cov_35.6	23	phylum	Actinobacteriota	26	25	19	0.81	d_Bacteria;p_Actinobacteriota
BGG_POSDC	NODE_2273_length_27716_cov_14.6	83520	family	Nitrososphaeraceae	15	14	9	0.64	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae
BGG_POSDC	NODE_3475_length_23016_cov_10.3	2	superkingdom	Bacteria	7	6	4	0.51	d_Bacteria
BGG_POSDC	NODE_4981_length_19616_cov_19.6	1760	family	Nitrospiraceae	22	19	16	0.85	d_Bacteria;p_Nitrospirota;c_Nitrospiria;o_Nitrospirales;f_Nitrospiraceae
BGG_POSDC	NODE_6258_length_17633_cov_15.5	23	phylum	Actinobacteriota	14	13	9	0.57	d_Bacteria;p_Actinobacteriota
BGG_POSDC	NODE_8075_length_15710_cov_10.2	71212	species	Nitrosospira lacus	13	13	8	0.66	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Nitrosomonadaceae;g_Nitrosospira;s_Nitrosospira lacus
BGG_QOSDA	NODE_488_length_127765_cov_251.6	1318	family	FEN-979	132	126	82	0.74	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_FEN-979
BGG_QOSDA	NODE_900_length_88987_cov_218.6	37	class	Clostridia	85	75	43	0.61	d_Bacteria;p_Firmicutes A;c_Clostridia
BGG_QOSDA	NODE_1476_length_65919_cov_37.4	13540	genus	UBA6024	68	66	46	0.76	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Prolixibacteraceae;g_UBA6024
BGG_QOSDA	NODE_2354_length_47877_cov_82.0	2534	order	Syntrophales	71	69	33	0.55	d_Bacteria;p_Desulfobacterota;c_Syntrophia;o_Syntrophales
BGG_QOSDA	NODE_3372_length_37025_cov_42.3	6765	genus	C7867-001	36	34	21	0.59	d_Bacteria;p_Patescibacteria;c_Paceibacteria;o_UBA9983 A;f_UBA2103;g_C7867-001
BGG_QOSDA	NODE_5059_length_26747_cov_22.1	37	class	Clostridia	23	19	14	0.73	d_Bacteria;p_Firmicutes A;c_Clostridia
BGG_QOSDA	NODE_6776_length_21116_cov_63.2	53721	genus	UBA1038	17	16	12	0.85	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-74;g_UBA1038
BGG_QOSDA	NODE_8368_length_17707_cov_36.2	1893	order	Pedosphaerales	18	17	10	0.62	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Pedosphaerales
BGG_QOSDA	NODE_10721_length_14479_cov_23.4	6493	order	Sedimentisphaerales	15	15	10	0.79	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales
BGG_QOSDA	NODE_14715_length_11266_cov_14.3	4041	class	Koll11	9	7	5	0.67	d_Bacteria;p_Omnitrophota;c_Koll11
BGG_ROSDA	NODE_3686_length_24559_cov_38.6	23	phylum	Actinobacteriota	23	22	15	0.87	d_Bacteria;p_Actinobacteriota
BGG_ROSDA	NODE_5797_length_18281_cov_40.8	1373	family	Xanthobacteraceae	19	19	11	0.54	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae
BGG_ROSDA	NODE_8237_length_14468_cov_13.1	3450	genus	Myxococcus	9	8	3	0.57	d_Bacteria;p_Myxococcota;c_Myxococcia;o_Myxococcales;f_Myxococcaceae;g_Myxococcus
BGG_ROSDA	NODE_11501_length_11622_cov_20.0	2	superkingdom	Bacteria	11	10	5	0.5	d_Bacteria
BGG_ROSDA	NODE_16185_length_9273_cov_11.5	83636	species	Methanosphaera stadtmanae	13	11	6	0.66	d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanosphaera;s_Methanosphaera stadtmanae
BGG_ROSDA	NODE_19648_length_8174_cov_13.0	53208	species	DSSY01 sp011330955	6	6	3	0.5	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae;g_DSSY01;s_DSSY01 sp011330955
BGG_ROSDA	NODE_26789_length_6655_cov_10.8	17861	family	D2	7	7	4	0.57	d_Bacteria;p_Firmicutes E;c_DTU015;o_D8A-2;f_D2
BGG_ROSDA	NODE_34698_length_5604_cov_724.9	88058	species	TH1177 sp014523485	10	8	6	0.85	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_TH1177;s_TH1177 sp014523485
BGG_ROSDA	NODE_45537_length_4703_cov_14.0	2	superkingdom	Bacteria	5	5	5	1.0	d_Bacteria
BGG_ROSDA	NODE_59132_length_3967_cov_9.0	2	superkingdom	Bacteria	4	4	4	1.0	d_Bacteria
BGG_KOSDC	NODE_564_length_53801_cov_10.2	2	superkingdom	Bacteria	38	36	33	0.96	d_Bacteria
BGG_KOSDC	NODE_1046_length_39937_cov_18.2	3253	family	Cyclobacteriaceae	43	39	17	0.56	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Cyclobacteriaceae
BGG_KOSDC	NODE_1982_length_28974_cov_26.5	24	class	Actinomycetia	31	31	18	0.6	d_Bacteria;p_Actinobacteriota;c_Actinomycetia
BGG_KOSDC	NODE_2780_length_24349_cov_9.9	915	family	Steroidobacteraceae	29	28	16	0.72	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Steroidobacterales;f_Steroidobacteraceae
BGG_KOSDC	NODE_3683_length_21196_cov_43.1	50965	species	JACDDX01 sp013813435	26	26	15	0.62	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Gemmatimonadales;f_GWC2-71-9;g_JACDDX01;s_JACDDX01 sp013813435
BGG_KOSDC	NODE_4857_length_18396_cov_14.3	1105	order	Acidimicrobiales	18	17	13	0.8	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales
BGG_KOSDC	NODE_6732_length_15560_cov_9.8	2	superkingdom	Bacteria	7	7	6	0.84	d_Bacteria
BGG_KOSDC	NODE_9012_length_13305_cov_14.8	2	superkingdom	Bacteria	6	6	6	1.0	d_Bacteria
BGG_KOSDC	NODE_11477_length_11746_cov_8.3	2	superkingdom	Bacteria	5	3	3	1.0	d_Bacteria
BGG_KOSDC	NODE_14143_length_10497_cov_32.2	23	phylum	Actinobacteriota	13	13	9	0.64	d_Bacteria;p_Actinobacteriota
BGG_POSDC	NODE_92707_length_4368_cov_27.2	20790	genus	Fen-183	4	4	2	0.65	d_Bacteria;p_Acidobacteriota;c_Thermoanaerobaculia;o_UBA5066;f_UBA5066;g_Fen-183
BGG_POSDC	NODE_102975_length_4118_cov_18.9	183	order	Rhizobiales	7	6	4	0.52	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales
BGG_POSDC	NODE_114370_length_3877_cov_20.8	57136	species	Gaiella sp013694685	4	4	3	0.75	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Gaiellales;f_Gaiellaceae;g_Gaiella;s_Gaiella sp013694685
BGG_POSDC	NODE_126502_length_3661_cov_5.2	13676	genus	Reyranella	5	5	3	0.6	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Reyranellales;f_Reyranellaceae;g_Reyranella
BGG_POSDC	NODE_137671_length_3486_cov_13.8	69260	species	VBCG01 sp016716425	5	4	3	0.99	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Casimicrobiaceae;g_VBCG01;s_VBCG01 sp016716425
BGG_POSDC	NODE_151731_length_3294_cov_13.4	13897	species	Palsa-465 sp003165655	3	2	1	0.5	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Solirubrobacterales;f_Solirubrobacteraceae;g_Palsa-465;s_Palsa-465 sp003165655
BGG_POSDC	NODE_165751_length_3130_cov_12.6	77	class	Alphaproteobacteria	5	5	4	0.67	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria
BGG_QOSDA	NODE_10_length_594651_cov_68.7	3584	family	Saccharofermentanaceae	565	531	287	0.57	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Saccharofermentanales;f_Saccharofermentanaceae
BGG_QOSDA	NODE_185_length_211917_cov_33.7	1893	order	Pedosphaerales	164	156	88	0.55	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Pedosphaerales
BGG_QOSDA	NODE_530_length_121492_cov_596.8	3855	family	Anaerolineaceae	107	100	50	0.5	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_Anaerolineaceae
BGG_KOSDC	NODE_538_length_54894_cov_12.5	696	family	Micromonosporaceae	60	56	27	0.52	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Micromonosporaceae
BGG_KOSDC	NODE_1016_length_40374_cov_14.3	6912	order	Vicinamibacterales	28	25	20	0.8	d_Bacteria;p_Acidobacteriota;c_Vicinamibacteria;o_Vicinamibacterales
BGG_KOSDC	NODE_1950_length_29190_cov_12.6	696	family	Micromonosporaceae	33	33	20	0.63	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Micromonosporaceae
BGG_KOSDC	NODE_2734_length_24620_cov_12.4	38532	species	AG11 sp003223455	21	21	16	0.84	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Gemmatimonadales;f_Gemmatimonadaceae;g_AG11;s_AG11 sp003223455
BGG_KOSDC	NODE_3659_length_21263_cov_13.5	2	superkingdom	Bacteria	16	14	13	0.92	d_Bacteria
BGG_KOSDC	NODE_4818_length_18466_cov_37.0	3499	genus	Methyloceanibacter	24	23	18	0.8	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Methyloligellaceae;g_Methyloceanibacter
BGG_KOSDC	NODE_6447_length_15885_cov_37.9	13859	family	Polyangiaceae	13	11	7	0.66	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_Polyangiaceae
BGG_KOSDC	NODE_8989_length_13323_cov_12.3	12066	genus	Actinoplanes	14	12	9	0.75	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Micromonosporaceae;g_Actinoplanes
BGG_KOSDC	NODE_11401_length_11785_cov_16.3	1760	family	Nitrospiraceae	17	16	8	0.55	d_Bacteria;p_Nitrospirota;c_Nitrospiria;o_Nitrospirales;f_Nitrospiraceae
BGG_KOSDC	NODE_14117_length_10506_cov_12.6	1105	order	Acidimicrobiales	7	7	4	0.57	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales
BGG_POSDC	NODE_92117_length_4385_cov_21.3	2880	genus	Palsa-1315	7	6	6	1.0	d_Bacteria;p_Nitrospirota;c_Nitrospiria;o_Nitrospirales;f_Nitrospiraceae;g_Palsa-1315
BGG_POSDC	NODE_101226_length_4157_cov_27.9	119	order	Actinomycetales	11	10	3	0.58	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales
BGG_POSDC	NODE_112700_length_3910_cov_10.9	1105	order	Acidimicrobiales	4	4	3	0.75	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales
BGG_POSDC	NODE_125557_length_3678_cov_31.4	35458	genus	JACDBZ01	5	5	3	0.98	d_Bacteria;p_Chloroflexota;c_Limnocylindria;o_QHBO01;f_QHBO01;g_JACDBZ01
BGG_POSDC	NODE_136033_length_3510_cov_9.1	6236	family	Gaiellaceae	4	4	3	0.68	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Gaiellales;f_Gaiellaceae
BGG_POSDC	NODE_149369_length_3325_cov_27.1	3	phylum	Proteobacteria	3	3	2	0.67	d_Bacteria;p_Proteobacteria
BGG_POSDC	NODE_164174_length_3147_cov_9.6	18408	genus	Hyphomicrobium	4	4	2	0.5	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae;g_Hyphomicrobium
BGG_POSDC	NODE_177489_length_3006_cov_7.6	34241	genus	JACCTI01	4	4	4	1.0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Chthoniobacterales;f_UBA10450;g_JACCTI01
BGG_QOSDA	NODE_148_length_231255_cov_123.2	165	order	Bacteroidales	182	172	130	0.79	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales
BGG_QOSDA	NODE_447_length_135448_cov_216.4	8476	family	DSM-8532	139	130	73	0.65	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Acetivibrionales;f_DSM-8532
BGG_MOSDA	NODE_66364_length_5037_cov_11.6	2	superkingdom	Bacteria	6	6	6	1.0	d_Bacteria
BGG_MOSDA	NODE_75104_length_4689_cov_15.7	2	superkingdom	Bacteria	4	3	3	1.0	d_Bacteria
BGG_MOSDA	NODE_83103_length_4428_cov_6.9	29869	genus	Lacipirellula	7	7	4	0.74	d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Lacipirellulaceae;g_Lacipirellula
BGG_MOSDA	NODE_90292_length_4224_cov_19.1	38961	species	Amylibacter kogurei	2	2	2	1.0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Amylibacter;s_Amylibacter kogurei
BGG_MOSDA	NODE_97227_length_4049_cov_29.9	20170	genus	Sphingomicrobium	6	6	3	0.5	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingomicrobium
BGG_MOSDA	NODE_104927_length_3875_cov_73.9	183	order	Rhizobiales	3	2	1	0.5	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales
BGG_MOSDA	NODE_113736_length_3702_cov_8.0	1374	genus	Bradyrhizobium	5	5	5	1.0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae;g_Bradyrhizobium
BGG_MOSDA	NODE_125080_length_3507_cov_9.3	83636	species	Methanosphaera stadtmanae	3	2	1	0.5	d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanosphaera;s_Methanosphaera stadtmanae
BGG_MOSDA	NODE_137269_length_3323_cov_6.8	1	no rank	root	1	1	1	1.0	-_root
BGG_MOSDA	NODE_151718_length_3139_cov_7.8	6912	order	Vicinamibacterales	5	4	3	0.68	d_Bacteria;p_Acidobacteriota;c_Vicinamibacteria;o_Vicinamibacterales
BGG_POSDC	NODE_76598_length_4862_cov_14.0	1	no rank	root	5	5	5	1.0	-_root
BGG_POSDC	NODE_86283_length_4551_cov_91.2	41776	genus	AWTP1-13	8	8	4	0.57	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae;g_AWTP1-13
BGG_POSDC	NODE_93193_length_4356_cov_17.7	183	order	Rhizobiales	5	3	2	0.67	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales
BGG_POSDC	NODE_104550_length_4082_cov_18.0	35500	species	JAAYBF01 sp013812005	6	6	4	0.79	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Solirubrobacterales;f_Thermoleophilaceae;g_JAAYBF01;s_JAAYBF01 sp013812005
BGG_POSDC	NODE_117910_length_3811_cov_30.4	6028	genus	Aeromicrobium	4	4	3	0.75	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Nocardioidaceae;g_Aeromicrobium
BGG_POSDC	NODE_127741_length_3641_cov_23.1	2927	class	Limnocylindria	4	4	2	0.66	d_Bacteria;p_Chloroflexota;c_Limnocylindria
BGG_POSDC	NODE_139930_length_3453_cov_14.1	61222	species	UBA5186 sp002413095	3	1	1	1.0	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Gaiellales;f_Gaiellaceae;g_UBA5186;s_UBA5186 sp002413095
BGG_POSDC	NODE_156650_length_3233_cov_15.4	55476	species	JACCTI01 sp013697365	2	2	2	1.0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Chthoniobacterales;f_UBA10450;g_JACCTI01;s_JACCTI01 sp013697365
BGG_POSDC	NODE_168109_length_3103_cov_6.9	2	superkingdom	Bacteria	5	5	5	1.0	d_Bacteria
BGG_QOSDA	NODE_34_length_446199_cov_33.6	64804	species	JABLXH01 sp013178155	364	343	164	0.52	d_Bacteria;p_Armatimonadota;c_UBA5377;o_UBA5377;f_JABLXH01;g_JABLXH01;s_JABLXH01 sp013178155
BGG_POSDC	NODE_49710_length_6178_cov_11.3	34670	genus	JACVRW01	6	6	4	0.67	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Solirubrobacterales;f_Thermoleophilaceae;g_JACVRW01
BGG_POSDC	NODE_53870_length_5915_cov_23.4	14168	genus	GMQP-bins7	9	8	4	0.66	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Gaiellales;f_Gaiellaceae;g_GMQP-bins7
BGG_POSDC	NODE_58984_length_5624_cov_16.4	3074	family	DSM-18226	6	6	5	0.8	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales B;f_DSM-18226
BGG_POSDC	NODE_64587_length_5347_cov_96.6	15179	family	Hyphomicrobiaceae	5	5	4	0.97	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae
BGG_POSDC	NODE_71398_length_5059_cov_67.3	2	superkingdom	Bacteria	7	7	7	1.0	d_Bacteria
BGG_POSDC	NODE_79905_length_4749_cov_8.1	163	phylum	Bacteroidota	1	1	1	1.0	d_Bacteria;p_Bacteroidota
BGG_POSDC	NODE_91186_length_4410_cov_80.2	35458	genus	JACDBZ01	4	4	4	1.0	d_Bacteria;p_Chloroflexota;c_Limnocylindria;o_QHBO01;f_QHBO01;g_JACDBZ01
BGG_POSDC	NODE_98461_length_4223_cov_6.1	2	superkingdom	Bacteria	6	6	4	0.52	d_Bacteria
BGG_POSDC	NODE_110111_length_3965_cov_7.1	16726	species	Aestuariivirga sp902826365	4	4	4	1.0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Aestuariivirgaceae;g_Aestuariivirga;s_Aestuariivirga sp902826365
BGG_POSDC	NODE_122578_length_3728_cov_15.8	32710	family	WHSQ01	4	4	3	0.67	d_Bacteria;p_Actinobacteriota;c_UBA4738;o_CADDZG01;f_WHSQ01
BGG_MOSDA	NODE_1858_length_32039_cov_14.1	48260	species	Daejeonella soli	34	32	16	0.52	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Daejeonella;s_Daejeonella soli
BGG_MOSDA	NODE_2819_length_26283_cov_37.6	1373	family	Xanthobacteraceae	34	31	21	0.77	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae
BGG_MOSDA	NODE_4190_length_21812_cov_16.3	46	order	Burkholderiales	31	29	19	0.71	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales
BGG_MOSDA	NODE_5585_length_18985_cov_83.6	35499	genus	JAAYBF01	20	19	10	0.62	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Solirubrobacterales;f_Thermoleophilaceae;g_JAAYBF01
BGG_ROSDA	NODE_446_length_80746_cov_111.1	13859	family	Polyangiaceae	68	62	38	0.68	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_Polyangiaceae
BGG_ROSDA	NODE_1084_length_51541_cov_22.2	696	family	Micromonosporaceae	71	66	41	0.62	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Micromonosporaceae
BGG_ROSDA	NODE_2027_length_35641_cov_14.3	2	superkingdom	Bacteria	10	9	9	1.0	d_Bacteria
